DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
07X005,P.S. 5 Port Morris,2015-16,760,33,73,75,70,82,76,85,76,100,90,0,0,0,0,378,49.7%,382,50.3%,1,0.1%,204,26.8%,537,70.7%,7,0.9%,11,1.4%,173,22.8%,179,23.6%,743,97.8%,89.9%
07X005,P.S. 5 Port Morris,2016-17,722,34,67,70,79,69,77,78,90,71,87,0,0,0,0,353,48.9%,369,51.1%,2,0.3%,199,27.6%,504,69.8%,6,0.8%,11,1.5%,166,23.0%,171,23.7%,693,96.0%,90.0%
07X005,P.S. 5 Port Morris,2017-18,722,36,62,68,67,74,70,78,96,99,72,0,0,0,0,349,48.3%,373,51.7%,3,0.4%,198,27.4%,494,68.4%,6,0.8%,21,2.9%,161,22.3%,168,23.3%,689,95.4%,95.0%
07X018,P.S. 018 John Peter Zenger,2013-14,544,35,74,75,82,92,88,98,0,0,0,0,0,0,0,253,46.5%,291,53.5%,15,2.8%,166,30.5%,351,64.5%,11,2.0%,1,0.2%,141,25.9%,123,22.6%,507,93.2%,
07X018,P.S. 018 John Peter Zenger,2014-15,576,36,93,88,86,91,97,85,0,0,0,0,0,0,0,267,46.4%,309,53.6%,13,2.3%,164,28.5%,384,66.7%,9,1.6%,6,1.0%,154,26.7%,153,26.6%,540,93.8%,90.3%
07X018,P.S. 018 John Peter Zenger,2015-16,624,35,104,102,97,89,90,107,0,0,0,0,0,0,0,292,46.8%,332,53.2%,14,2.2%,183,29.3%,401,64.3%,10,1.6%,16,2.6%,169,27.1%,163,26.1%,598,95.8%,90.6%
07X018,P.S. 018 John Peter Zenger,2016-17,601,36,76,99,120,86,89,95,0,0,0,0,0,0,0,272,45.3%,329,54.7%,13,2.2%,165,27.5%,398,66.2%,8,1.3%,17,2.8%,164,27.3%,177,29.5%,588,97.8%,90.6%
07X018,P.S. 018 John Peter Zenger,2017-18,603,35,86,82,103,113,89,95,0,0,0,0,0,0,0,294,48.8%,309,51.2%,10,1.7%,151,25.0%,411,68.2%,6,1.0%,25,4.1%,148,24.5%,179,29.7%,589,97.7%,96.2%
07X025,P.S. 025 Bilingual School,2013-14,470,36,86,81,64,89,52,62,0,0,0,0,0,0,0,217,46.2%,253,53.8%,1,0.2%,48,10.2%,417,88.7%,2,0.4%,2,0.4%,105,22.3%,108,23.0%,454,96.6%,
07X025,P.S. 025 Bilingual School,2014-15,490,36,87,86,70,65,92,54,0,0,0,0,0,0,0,221,45.1%,269,54.9%,1,0.2%,41,8.4%,444,90.6%,3,0.6%,1,0.2%,123,25.1%,104,21.2%,479,97.8%,84.8%
07X025,P.S. 025 Bilingual School,2015-16,506,34,77,83,78,71,66,97,0,0,0,0,0,0,0,231,45.7%,275,54.3%,6,1.2%,54,10.7%,438,86.6%,3,0.6%,5,1.0%,131,25.9%,71,14.0%,495,97.8%,83.4%
07X025,P.S. 025 Bilingual School,2016-17,500,32,78,79,84,92,68,67,0,0,0,0,0,0,0,222,44.4%,278,55.6%,7,1.4%,54,10.8%,431,86.2%,3,0.6%,5,1.0%,137,27.4%,83,16.6%,483,96.6%,83.5%
07X025,P.S. 025 Bilingual School,2017-18,540,51,86,92,76,76,92,67,0,0,0,0,0,0,0,251,46.5%,289,53.5%,7,1.3%,53,9.8%,471,87.2%,2,0.4%,7,1.3%,149,27.6%,87,16.1%,513,95.0%,90.8%
07X029,P.S./M.S. 029 Melrose School,2013-14,738,34,67,66,85,88,77,64,98,79,80,0,0,0,0,355,48.1%,383,51.9%,15,2.0%,240,32.5%,475,64.4%,5,0.7%,3,0.4%,186,25.2%,120,16.3%,728,98.6%,
07X029,P.S./M.S. 029 Melrose School,2014-15,750,30,73,70,75,81,80,69,96,98,78,0,0,0,0,363,48.4%,387,51.6%,17,2.3%,222,29.6%,496,66.1%,6,0.8%,9,1.2%,166,22.1%,121,16.1%,739,98.5%,87.2%
07X029,P.S./M.S. 029 Melrose School,2015-16,758,29,75,71,74,78,85,81,74,95,96,0,0,0,0,357,47.1%,401,52.9%,19,2.5%,215,28.4%,510,67.3%,7,0.9%,7,0.9%,179,23.6%,99,13.1%,734,96.8%,87.3%
07X029,P.S./M.S. 029 Melrose School,2016-17,770,29,70,77,80,84,80,85,92,79,94,0,0,0,0,374,48.6%,396,51.4%,19,2.5%,221,28.7%,514,66.8%,7,0.9%,9,1.2%,178,23.1%,112,14.5%,703,91.3%,87.9%
07X029,P.S./M.S. 029 Melrose School,2017-18,792,62,71,70,88,80,78,89,82,89,83,0,0,0,0,375,47.3%,417,52.7%,12,1.5%,237,29.9%,523,66.0%,11,1.4%,9,1.1%,160,20.2%,101,12.8%,732,92.4%,93.5%
07X030,P.S. 030 Wilton,2013-14,565,36,76,95,95,93,102,68,0,0,0,0,0,0,0,283,50.1%,282,49.9%,7,1.2%,117,20.7%,428,75.8%,3,0.5%,10,1.8%,108,19.1%,80,14.2%,539,95.4%,
07X030,P.S. 030 Wilton,2014-15,624,54,84,89,100,105,91,101,0,0,0,0,0,0,0,299,47.9%,325,52.1%,11,1.8%,139,22.3%,460,73.7%,3,0.5%,11,1.8%,136,21.8%,89,14.3%,591,94.7%,91.0%
07X030,P.S. 030 Wilton,2015-16,584,47,73,89,83,99,98,95,0,0,0,0,0,0,0,302,51.7%,282,48.3%,9,1.5%,120,20.5%,440,75.3%,3,0.5%,12,2.1%,134,22.9%,99,17.0%,561,96.1%,90.0%
07X030,P.S. 030 Wilton,2016-17,590,50,78,77,97,91,105,92,0,0,0,0,0,0,0,301,51.0%,289,49.0%,7,1.2%,119,20.2%,443,75.1%,4,0.7%,17,2.9%,136,23.1%,107,18.1%,543,92.0%,90.9%
07X030,P.S. 030 Wilton,2017-18,559,54,65,77,84,89,87,103,0,0,0,0,0,0,0,292,52.2%,267,47.8%,7,1.3%,126,22.5%,408,73.0%,5,0.9%,13,2.3%,108,19.3%,109,19.5%,512,91.6%,94.1%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2013-14,681,36,82,72,60,63,54,47,91,96,80,0,0,0,0,342,50.2%,339,49.8%,12,1.8%,172,25.3%,479,70.3%,7,1.0%,11,1.6%,149,21.9%,103,15.1%,650,95.4%,
07X031,P.S./M.S. 031 The William Lloyd Garrison,2014-15,729,35,75,88,77,66,61,58,84,87,98,0,0,0,0,356,48.8%,373,51.2%,15,2.1%,184,25.2%,515,70.6%,3,0.4%,12,1.6%,159,21.8%,127,17.4%,705,96.7%,85.7%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2015-16,747,51,80,87,74,69,68,64,81,85,88,0,0,0,0,350,46.9%,397,53.1%,18,2.4%,198,26.5%,516,69.1%,4,0.5%,11,1.5%,189,25.3%,96,12.9%,694,92.9%,85.2%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2016-17,731,54,77,85,79,57,72,62,85,79,81,0,0,0,0,336,46.0%,395,54.0%,17,2.3%,196,26.8%,498,68.1%,5,0.7%,15,2.1%,183,25.0%,94,12.9%,678,92.7%,87.6%
07X031,P.S./M.S. 031 The William Lloyd Garrison,2017-18,708,47,76,70,84,61,67,65,77,84,77,0,0,0,0,319,45.1%,389,54.9%,20,2.8%,194,27.4%,470,66.4%,6,0.8%,18,2.5%,174,24.6%,99,14.0%,646,91.2%,91.4%
07X043,P.S. 043 Jonas Bronck,2013-14,536,72,79,90,80,62,68,85,0,0,0,0,0,0,0,269,50.2%,267,49.8%,3,0.6%,142,26.5%,387,72.2%,0,0.0%,4,0.7%,124,23.1%,48,9.0%,522,97.4%,
07X043,P.S. 043 Jonas Bronck,2014-15,525,68,72,93,78,82,66,66,0,0,0,0,0,0,0,251,47.8%,274,52.2%,2,0.4%,145,27.6%,369,70.3%,2,0.4%,7,1.3%,125,23.8%,51,9.7%,499,95.0%,87.9%
07X043,P.S. 043 Jonas Bronck,2015-16,499,44,75,79,88,74,78,61,0,0,0,0,0,0,0,256,51.3%,243,48.7%,0,0.0%,135,27.1%,353,70.7%,5,1.0%,6,1.2%,121,24.2%,46,9.2%,483,96.8%,88.0%
07X043,P.S. 043 Jonas Bronck,2016-17,470,36,55,74,72,87,73,73,0,0,0,0,0,0,0,242,51.5%,228,48.5%,3,0.6%,132,28.1%,328,69.8%,2,0.4%,5,1.1%,118,25.1%,57,12.1%,457,97.2%,88.6%
07X043,P.S. 043 Jonas Bronck,2017-18,471,71,52,55,67,71,83,72,0,0,0,0,0,0,0,248,52.7%,223,47.3%,2,0.4%,125,26.5%,338,71.8%,1,0.2%,5,1.1%,97,20.6%,67,14.2%,446,94.7%,92.8%
07X049,P.S. 049 Willis Avenue,2013-14,668,36,105,100,113,109,103,102,0,0,0,0,0,0,0,318,47.6%,350,52.4%,1,0.1%,198,29.6%,457,68.4%,5,0.7%,7,1.0%,159,23.8%,129,19.3%,652,97.6%,
07X049,P.S. 049 Willis Avenue,2014-15,713,69,109,114,99,105,112,105,0,0,0,0,0,0,0,342,48.0%,371,52.0%,2,0.3%,206,28.9%,489,68.6%,12,1.7%,4,0.6%,157,22.0%,116,16.3%,697,97.8%,91.9%
07X049,P.S. 049 Willis Avenue,2015-16,688,50,114,118,101,93,102,110,0,0,0,0,0,0,0,339,49.3%,349,50.7%,3,0.4%,202,29.4%,469,68.2%,9,1.3%,5,0.7%,172,25.0%,111,16.1%,671,97.5%,90.3%
07X049,P.S. 049 Willis Avenue,2016-17,662,53,100,105,119,97,84,104,0,0,0,0,0,0,0,321,48.5%,341,51.5%,2,0.3%,182,27.5%,465,70.2%,7,1.1%,6,0.9%,185,27.9%,107,16.2%,652,98.5%,91.0%
07X049,P.S. 049 Willis Avenue,2017-18,657,81,98,98,98,109,85,88,0,0,0,0,0,0,0,305,46.4%,352,53.6%,3,0.5%,168,25.6%,474,72.1%,7,1.1%,5,0.8%,180,27.4%,94,14.3%,634,96.5%,94.3%
07X065,P.S. 065 Mother Hale Academy,2013-14,450,36,71,76,71,66,57,73,0,0,0,0,0,0,0,221,49.1%,229,50.9%,7,1.6%,133,29.6%,306,68.0%,3,0.7%,1,0.2%,115,25.6%,71,15.8%,446,99.1%,
07X065,P.S. 065 Mother Hale Academy,2014-15,423,35,71,68,71,58,63,57,0,0,0,0,0,0,0,208,49.2%,215,50.8%,10,2.4%,138,32.6%,269,63.6%,3,0.7%,3,0.7%,100,23.6%,53,12.5%,418,98.8%,95.5%
07X065,P.S. 065 Mother Hale Academy,2015-16,436,36,74,76,73,68,57,52,0,0,0,0,0,0,0,218,50.0%,218,50.0%,11,2.5%,138,31.7%,279,64.0%,3,0.7%,5,1.1%,105,24.1%,53,12.2%,431,98.9%,95.7%
07X065,P.S. 065 Mother Hale Academy,2016-17,425,35,76,71,73,48,67,55,0,0,0,0,0,0,0,214,50.4%,211,49.6%,7,1.6%,152,35.8%,257,60.5%,3,0.7%,6,1.4%,93,21.9%,52,12.2%,423,99.5%,95.0%
07X065,P.S. 065 Mother Hale Academy,2017-18,395,35,63,59,66,63,48,61,0,0,0,0,0,0,0,204,51.6%,191,48.4%,7,1.8%,136,34.4%,239,60.5%,8,2.0%,5,1.3%,86,21.8%,45,11.4%,388,98.2%,97.8%
07X151,J.H.S. 151 Lou Gehrig,2013-14,275,0,0,0,0,0,0,0,88,87,100,0,0,0,0,122,44.4%,153,55.6%,5,1.8%,89,32.4%,180,65.5%,0,0.0%,1,0.4%,79,28.7%,80,29.1%,260,94.5%,
07X151,J.H.S. 151 Lou Gehrig,2014-15,253,0,0,0,0,0,0,0,71,93,89,0,0,0,0,117,46.2%,136,53.8%,3,1.2%,69,27.3%,179,70.8%,1,0.4%,1,0.4%,70,27.7%,88,34.8%,236,93.3%,88.4%
07X151,J.H.S. 151 Lou Gehrig,2015-16,255,0,0,0,0,0,0,0,80,77,98,0,0,0,0,125,49.0%,130,51.0%,3,1.2%,72,28.2%,177,69.4%,1,0.4%,2,0.8%,69,27.1%,86,33.7%,248,97.3%,87.2%
07X151,J.H.S. 151 Lou Gehrig,2016-17,245,0,0,0,0,0,0,0,69,87,89,0,0,0,0,117,47.8%,128,52.2%,0,0.0%,68,27.8%,172,70.2%,0,0.0%,5,2.0%,68,27.8%,75,30.6%,239,97.6%,87.6%
07X151,J.H.S. 151 Lou Gehrig,2017-18,261,0,0,0,0,0,0,0,84,86,91,0,0,0,0,124,47.5%,137,52.5%,0,0.0%,70,26.8%,184,70.5%,1,0.4%,6,2.3%,64,24.5%,88,33.7%,259,99.2%,94.1%
07X154,P.S. 154 Jonathan D. Hyatt,2013-14,449,36,53,79,66,78,73,64,0,0,0,0,0,0,0,218,48.6%,231,51.4%,8,1.8%,147,32.7%,266,59.2%,18,4.0%,10,2.2%,100,22.3%,51,11.4%,429,95.5%,
07X154,P.S. 154 Jonathan D. Hyatt,2014-15,405,34,49,60,71,62,65,64,0,0,0,0,0,0,0,195,48.1%,210,51.9%,0,0.0%,152,37.5%,239,59.0%,5,1.2%,9,2.2%,79,19.5%,50,12.3%,391,96.5%,92.4%
07X154,P.S. 154 Jonathan D. Hyatt,2015-16,391,34,52,56,61,62,65,61,0,0,0,0,0,0,0,174,44.5%,217,55.5%,0,0.0%,158,40.4%,222,56.8%,6,1.5%,5,1.3%,89,22.8%,41,10.5%,375,95.9%,90.3%
07X154,P.S. 154 Jonathan D. Hyatt,2016-17,385,34,50,65,54,61,58,63,0,0,0,0,0,0,0,177,46.0%,208,54.0%,1,0.3%,156,40.5%,217,56.4%,4,1.0%,7,1.8%,84,21.8%,41,10.6%,377,97.9%,91.3%
07X154,P.S. 154 Jonathan D. Hyatt,2017-18,370,31,49,56,59,55,59,61,0,0,0,0,0,0,0,183,49.5%,187,50.5%,1,0.3%,150,40.5%,211,57.0%,4,1.1%,4,1.1%,80,21.6%,36,9.7%,360,97.3%,94.8%
07X157,P.S. 157 Grove Hill,2013-14,664,46,97,120,103,106,91,101,0,0,0,0,0,0,0,345,52.0%,319,48.0%,1,0.2%,214,32.2%,447,67.3%,1,0.2%,1,0.2%,126,19.0%,62,9.3%,638,96.1%,
07X157,P.S. 157 Grove Hill,2014-15,655,45,101,100,113,92,109,95,0,0,0,0,0,0,0,330,50.4%,325,49.6%,2,0.3%,201,30.7%,451,68.9%,1,0.2%,0,0.0%,110,16.8%,63,9.6%,625,95.4%,86.3%
07X157,P.S. 157 Grove Hill,2015-16,657,53,94,106,100,101,93,110,0,0,0,0,0,0,0,324,49.3%,333,50.7%,2,0.3%,200,30.4%,452,68.8%,2,0.3%,1,0.2%,151,23.0%,60,9.1%,630,95.9%,85.8%
07X157,P.S. 157 Grove Hill,2016-17,644,53,82,104,104,106,100,95,0,0,0,0,0,0,0,306,47.5%,338,52.5%,1,0.2%,207,32.1%,432,67.1%,3,0.5%,1,0.2%,136,21.1%,68,10.6%,615,95.5%,83.4%
07X157,P.S. 157 Grove Hill,2017-18,644,53,94,93,104,105,106,89,0,0,0,0,0,0,0,303,47.0%,341,53.0%,1,0.2%,202,31.4%,422,65.5%,17,2.6%,2,0.3%,132,20.5%,64,9.9%,618,96.0%,89.8%
07X161,P.S. 161 Juan Ponce De Leon School,2013-14,526,34,77,78,72,96,83,86,0,0,0,0,0,0,0,228,43.3%,298,56.7%,4,0.8%,114,21.7%,396,75.3%,3,0.6%,9,1.7%,150,28.5%,123,23.4%,513,97.5%,
07X161,P.S. 161 Juan Ponce De Leon School,2014-15,529,76,67,80,68,65,92,81,0,0,0,0,0,0,0,244,46.1%,285,53.9%,4,0.8%,119,22.5%,394,74.5%,2,0.4%,10,1.9%,131,24.8%,116,21.9%,518,97.9%,89.3%
07X161,P.S. 161 Juan Ponce De Leon School,2015-16,542,58,92,83,79,74,64,92,0,0,0,0,0,0,0,252,46.5%,290,53.5%,4,0.7%,123,22.7%,398,73.4%,4,0.7%,13,2.4%,147,27.1%,101,18.6%,516,95.2%,87.0%
07X161,P.S. 161 Juan Ponce De Leon School,2016-17,509,52,80,86,81,75,72,63,0,0,0,0,0,0,0,231,45.4%,278,54.6%,3,0.6%,110,21.6%,386,75.8%,3,0.6%,7,1.4%,138,27.1%,95,18.7%,479,94.1%,85.6%
07X161,P.S. 161 Juan Ponce De Leon School,2017-18,523,68,67,81,82,80,76,69,0,0,0,0,0,0,0,236,45.1%,287,54.9%,2,0.4%,123,23.5%,382,73.0%,7,1.3%,9,1.7%,135,25.8%,85,16.3%,500,95.6%,92.7%
07X179,P.S. 179,2013-14,384,35,57,62,63,51,54,62,0,0,0,0,0,0,0,181,47.1%,203,52.9%,0,0.0%,62,16.1%,309,80.5%,12,3.1%,1,0.3%,94,24.5%,109,28.4%,363,94.5%,
07X179,P.S. 179,2014-15,397,36,67,58,66,62,55,53,0,0,0,0,0,0,0,193,48.6%,204,51.4%,1,0.3%,66,16.6%,321,80.9%,8,2.0%,1,0.3%,94,23.7%,137,34.5%,366,92.2%,87.6%
07X179,P.S. 179,2015-16,373,33,58,64,50,61,57,50,0,0,0,0,0,0,0,177,47.5%,196,52.5%,3,0.8%,56,15.0%,309,82.8%,5,1.3%,0,0.0%,84,22.5%,112,30.0%,365,97.9%,87.0%
07X179,P.S. 179,2016-17,357,36,50,63,53,48,57,50,0,0,0,0,0,0,0,171,47.9%,186,52.1%,3,0.8%,46,12.9%,299,83.8%,7,2.0%,2,0.6%,87,24.4%,105,29.4%,346,96.9%,87.3%
07X179,P.S. 179,2017-18,332,24,45,49,63,52,46,53,0,0,0,0,0,0,0,155,46.7%,177,53.3%,3,0.9%,50,15.1%,274,82.5%,3,0.9%,2,0.6%,71,21.4%,92,27.7%,321,96.7%,94.3%
07X221,South Bronx Preparatory: A College Board School,2013-14,644,0,0,0,0,0,0,0,103,93,97,92,89,82,88,328,50.9%,316,49.1%,6,0.9%,165,25.6%,463,71.9%,3,0.5%,7,1.1%,150,23.3%,36,5.6%,617,95.8%,
07X221,South Bronx Preparatory: A College Board School,2014-15,654,0,0,0,0,0,0,0,98,107,96,98,86,87,82,336,51.4%,318,48.6%,6,0.9%,168,25.7%,465,71.1%,7,1.1%,8,1.2%,158,24.2%,48,7.3%,633,96.8%,86.9%
07X221,South Bronx Preparatory: A College Board School,2015-16,654,0,0,0,0,0,0,0,92,98,105,94,91,87,87,330,50.5%,324,49.5%,8,1.2%,159,24.3%,471,72.0%,5,0.8%,11,1.7%,163,24.9%,53,8.1%,632,96.6%,87.4%
07X221,South Bronx Preparatory: A College Board School,2016-17,657,0,0,0,0,0,0,0,95,91,95,106,90,96,84,345,52.5%,312,47.5%,12,1.8%,153,23.3%,474,72.1%,7,1.1%,11,1.7%,166,25.3%,40,6.1%,633,96.3%,86.2%
07X221,South Bronx Preparatory: A College Board School,2017-18,659,0,0,0,0,0,0,0,81,100,96,97,92,106,87,359,54.5%,300,45.5%,10,1.5%,165,25.0%,468,71.0%,4,0.6%,12,1.8%,176,26.7%,48,7.3%,635,96.4%,92.7%
07X223,The Laboratory School of Finance and Technology: X,2013-14,451,0,0,0,0,0,0,0,98,91,161,101,0,0,0,227,50.3%,224,49.7%,2,0.4%,105,23.3%,342,75.8%,0,0.0%,2,0.4%,92,20.4%,35,7.8%,441,97.8%,
07X223,The Laboratory School of Finance and Technology: X,2014-15,502,0,0,0,0,0,0,0,96,101,91,121,93,0,0,263,52.4%,239,47.6%,2,0.4%,106,21.1%,391,77.9%,0,0.0%,3,0.6%,109,21.7%,43,8.6%,487,97.0%,85.3%
07X223,The Laboratory School of Finance and Technology: X,2015-16,595,0,0,0,0,0,0,0,92,99,100,96,118,90,0,292,49.1%,303,50.9%,2,0.3%,118,19.8%,469,78.8%,2,0.3%,4,0.7%,135,22.7%,53,8.9%,573,96.3%,84.8%
07X223,The Laboratory School of Finance and Technology: X,2016-17,697,0,0,0,0,0,0,0,102,101,99,90,97,118,90,335,48.1%,362,51.9%,3,0.4%,128,18.4%,559,80.2%,2,0.3%,5,0.7%,150,21.5%,58,8.3%,678,97.3%,84.8%
07X223,The Laboratory School of Finance and Technology: X,2017-18,684,0,0,0,0,0,0,0,90,100,99,96,88,95,116,332,48.5%,352,51.5%,4,0.6%,122,17.8%,551,80.6%,2,0.3%,5,0.7%,146,21.3%,61,8.9%,666,97.4%,92.0%
07X224,P.S./I.S. 224,2013-14,327,0,0,0,0,0,0,0,108,119,100,0,0,0,0,163,49.8%,164,50.2%,0,0.0%,63,19.3%,253,77.4%,2,0.6%,9,2.8%,79,24.2%,112,34.3%,321,98.2%,
07X224,P.S./I.S. 224,2014-15,362,0,0,0,0,0,0,0,127,116,119,0,0,0,0,173,47.8%,189,52.2%,0,0.0%,84,23.2%,267,73.8%,4,1.1%,7,1.9%,94,26.0%,110,30.4%,358,98.9%,88.9%
07X224,P.S./I.S. 224,2015-16,367,0,0,0,0,0,0,0,118,127,122,0,0,0,0,175,47.7%,192,52.3%,1,0.3%,90,24.5%,271,73.8%,2,0.5%,3,0.8%,94,25.6%,97,26.4%,359,97.8%,90.0%
07X224,P.S./I.S. 224,2016-17,389,0,0,0,0,0,0,0,131,127,131,0,0,0,0,170,43.7%,219,56.3%,1,0.3%,98,25.2%,285,73.3%,3,0.8%,2,0.5%,112,28.8%,84,21.6%,383,98.5%,89.4%
07X224,P.S./I.S. 224,2017-18,358,0,0,0,0,0,0,0,99,130,129,0,0,0,0,156,43.6%,202,56.4%,1,0.3%,94,26.3%,257,71.8%,1,0.3%,5,1.4%,97,27.1%,79,22.1%,351,98.0%,96.1%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2013-14,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,90,71.4%,36,28.6%,2,1.6%,48,38.1%,72,57.1%,2,1.6%,2,1.6%,20,15.9%,19,15.1%,109,86.5%,
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2014-15,231,0,0,0,0,0,0,0,0,0,0,117,114,0,0,157,68.0%,74,32.0%,5,2.2%,82,35.5%,136,58.9%,4,1.7%,4,1.7%,41,17.7%,26,11.3%,194,84.0%,80.0%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2015-16,343,0,0,0,0,0,0,0,0,0,0,123,112,108,0,244,71.1%,99,28.9%,4,1.2%,126,36.7%,202,58.9%,8,2.3%,3,0.9%,67,19.5%,35,10.2%,281,81.9%,78.0%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2016-17,455,0,0,0,0,0,0,0,0,0,0,119,125,108,103,326,71.6%,129,28.4%,5,1.1%,176,38.7%,260,57.1%,11,2.4%,3,0.7%,91,20.0%,48,10.5%,347,76.3%,77.4%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2017-18,496,0,0,0,0,0,0,0,0,0,0,116,120,117,143,359,72.4%,137,27.6%,7,1.4%,191,38.5%,287,57.9%,8,1.6%,3,0.6%,106,21.4%,51,10.3%,409,82.5%,85.4%
07X277,P.S. 277,2013-14,435,35,65,60,60,63,81,71,0,0,0,0,0,0,0,202,46.4%,233,53.6%,5,1.1%,97,22.3%,317,72.9%,11,2.5%,5,1.1%,90,20.7%,73,16.8%,415,95.4%,
07X277,P.S. 277,2014-15,468,53,75,74,71,63,59,73,0,0,0,0,0,0,0,223,47.6%,245,52.4%,5,1.1%,110,23.5%,343,73.3%,7,1.5%,3,0.6%,87,18.6%,76,16.2%,441,94.2%,90.3%
07X277,P.S. 277,2015-16,444,29,73,78,66,74,60,64,0,0,0,0,0,0,0,219,49.3%,225,50.7%,2,0.5%,104,23.4%,327,73.6%,8,1.8%,3,0.7%,96,21.6%,73,16.4%,432,97.3%,91.1%
07X277,P.S. 277,2016-17,461,54,63,66,68,63,79,68,0,0,0,0,0,0,0,234,50.8%,227,49.2%,4,0.9%,112,24.3%,334,72.5%,9,2.0%,2,0.4%,92,20.0%,69,15.0%,449,97.4%,89.8%
07X277,P.S. 277,2017-18,488,72,72,75,58,76,64,71,0,0,0,0,0,0,0,227,46.5%,261,53.5%,5,1.0%,111,22.7%,359,73.6%,11,2.3%,2,0.4%,94,19.3%,73,15.0%,451,92.4%,93.3%
07X296,South Bronx Academy for Applied Media,2013-14,377,0,0,0,0,0,0,0,118,124,135,0,0,0,0,204,54.1%,173,45.9%,3,0.8%,140,37.1%,229,60.7%,5,1.3%,0,0.0%,97,25.7%,45,11.9%,325,86.2%,
07X296,South Bronx Academy for Applied Media,2014-15,349,0,0,0,0,0,0,0,120,114,115,0,0,0,0,182,52.1%,167,47.9%,2,0.6%,128,36.7%,213,61.0%,4,1.1%,2,0.6%,102,29.2%,43,12.3%,296,84.8%,89.0%
07X296,South Bronx Academy for Applied Media,2015-16,336,0,0,0,0,0,0,0,98,117,121,0,0,0,0,152,45.2%,184,54.8%,2,0.6%,113,33.6%,213,63.4%,5,1.5%,3,0.9%,99,29.5%,42,12.5%,279,83.0%,89.5%
07X296,South Bronx Academy for Applied Media,2016-17,296,0,0,0,0,0,0,0,101,87,108,0,0,0,0,149,50.3%,147,49.7%,2,0.7%,100,33.8%,187,63.2%,5,1.7%,2,0.7%,83,28.0%,37,12.5%,254,85.8%,90.2%
07X296,South Bronx Academy for Applied Media,2017-18,253,0,0,0,0,0,0,0,73,96,84,0,0,0,0,125,49.4%,128,50.6%,3,1.2%,83,32.8%,162,64.0%,3,1.2%,2,0.8%,80,31.6%,26,10.3%,236,93.3%,94.9%
07X298,Academy of Public Relations,2013-14,363,0,0,0,0,0,0,0,147,126,90,0,0,0,0,185,51.0%,178,49.0%,1,0.3%,88,24.2%,272,74.9%,1,0.3%,1,0.3%,90,24.8%,109,30.0%,317,87.3%,
07X298,Academy of Public Relations,2014-15,352,0,0,0,0,0,0,0,96,135,121,0,0,0,0,166,47.2%,186,52.8%,2,0.6%,98,27.8%,248,70.5%,1,0.3%,3,0.9%,93,26.4%,83,23.6%,296,84.1%,88.0%
07X298,Academy of Public Relations,2015-16,312,0,0,0,0,0,0,0,83,99,130,0,0,0,0,142,45.5%,170,54.5%,1,0.3%,81,26.0%,226,72.4%,0,0.0%,4,1.3%,89,28.5%,71,22.8%,257,82.4%,86.9%
07X298,Academy of Public Relations,2016-17,256,0,0,0,0,0,0,0,90,72,94,0,0,0,0,116,45.3%,140,54.7%,0,0.0%,53,20.7%,198,77.3%,1,0.4%,4,1.6%,74,28.9%,72,28.1%,205,80.1%,86.7%
07X298,Academy of Public Relations,2017-18,247,0,0,0,0,0,0,0,82,85,80,0,0,0,0,120,48.6%,127,51.4%,1,0.4%,51,20.6%,189,76.5%,2,0.8%,4,1.6%,67,27.1%,69,27.9%,225,91.1%,94.0%
07X334,International Community High School,2013-14,437,0,0,0,0,0,0,0,0,0,0,105,126,116,90,209,47.8%,228,52.2%,23,5.3%,70,16.0%,334,76.4%,6,1.4%,4,0.9%,18,4.1%,412,94.3%,410,93.8%,
07X334,International Community High School,2014-15,463,0,0,0,0,0,0,0,0,0,0,115,127,116,105,211,45.6%,252,54.4%,30,6.5%,65,14.0%,355,76.7%,7,1.5%,6,1.3%,15,3.2%,398,86.0%,447,96.5%,95.3%
07X334,International Community High School,2015-16,470,0,0,0,0,0,0,0,0,0,0,89,167,100,114,203,43.2%,267,56.8%,25,5.3%,57,12.1%,373,79.4%,5,1.1%,10,2.1%,17,3.6%,360,76.6%,451,96.0%,94.3%
07X334,International Community High School,2016-17,443,0,0,0,0,0,0,0,0,0,0,92,153,111,87,193,43.6%,250,56.4%,19,4.3%,51,11.5%,360,81.3%,6,1.4%,7,1.6%,24,5.4%,379,85.6%,426,96.2%,96.8%
